Date,Device Category,Browser,# of Visitors,Sessions,Bounce Rate
2014-12-01T00:00:00.000,tablet,Android Browser,35,35,100
2014-12-01T00:00:00.000,tablet,Chrome,35,35,100
2014-12-01T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-01T00:00:00.000,tablet,Safari,277,277,49.8195
2014-12-02T00:00:00.000,desktop,Chrome,8374,8997,79.6154
2014-12-02T00:00:00.000,desktop,Firefox,1003,1003,62.1137
2014-12-02T00:00:00.000,desktop,Internet Explorer,3010,3703,53.2541
2014-12-02T00:00:00.000,desktop,Safari,623,692,59.9711
2014-12-02T00:00:00.000,desktop,UC Browser,35,35,100
2014-12-02T00:00:00.000,mobile,Android Browser,242,242,71.4876
2014-12-02T00:00:00.000,mobile,Chrome,830,969,82.1465
2014-12-02T00:00:00.000,mobile,Internet Explorer,173,173,79.7688
2014-12-02T00:00:00.000,mobile,Safari,1003,1177,76.4656
2014-12-02T00:00:00.000,tablet,Amazon Silk,35,35,100
2014-12-02T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-12-02T00:00:00.000,tablet,Safari,277,277,49.8195
2014-12-02T00:00:00.000,tablet,Safari (in-app),104,104,100
2014-12-03T00:00:00.000,desktop,Chrome,8409,8616,83.136
2014-12-03T00:00:00.000,desktop,Firefox,865,934,51.8201
2014-12-03T00:00:00.000,desktop,Internet Explorer,2595,2941,55.2873
2014-12-03T00:00:00.000,desktop,Mozilla Compatible Agent,35,35,0
2014-12-03T00:00:00.000,desktop,Opera,69,69,50.7246
2014-12-03T00:00:00.000,desktop,Safari,588,623,49.9197
2014-12-03T00:00:00.000,mobile,Android Browser,381,484,92.9752
2014-12-03T00:00:00.000,mobile,BlackBerry,35,35,0
2014-12-03T00:00:00.000,mobile,Chrome,588,657,78.9954
2014-12-03T00:00:00.000,mobile,Internet Explorer,208,208,83.1731
2014-12-03T00:00:00.000,mobile,Safari,1246,1419,68.2875
2014-12-03T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-12-03T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-03T00:00:00.000,tablet,Safari,623,623,38.8443
2014-12-04T00:00:00.000,desktop,Chrome,7474,7786,83.9969
2014-12-04T00:00:00.000,desktop,Firefox,1073,1107,59.3496
2014-12-04T00:00:00.000,desktop,Internet Explorer,2388,2768,45.0145
2014-12-04T00:00:00.000,desktop,Opera,35,35,0
2014-12-04T00:00:00.000,desktop,Safari,623,623,55.5377
2014-12-04T00:00:00.000,mobile,Android Browser,277,311,66.881
2014-12-04T00:00:00.000,mobile,Chrome,727,900,65.3333
2014-12-04T00:00:00.000,mobile,Internet Explorer,138,173,79.7688
2014-12-04T00:00:00.000,mobile,Safari,796,1038,63.2948
2014-12-04T00:00:00.000,mobile,Safari (in-app),138,138,100
2014-12-04T00:00:00.000,tablet,Amazon Silk,69,69,50.7246
2014-12-04T00:00:00.000,tablet,Android Browser,35,35,0
2014-12-04T00:00:00.000,tablet,Chrome,104,138,75.3623
2014-12-04T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-04T00:00:00.000,tablet,Safari,311,311,11.254
2014-12-04T00:00:00.000,tablet,Safari (in-app),69,69,100
2014-12-05T00:00:00.000,desktop,Chrome,7024,7440,87.9032
2014-12-05T00:00:00.000,desktop,Firefox,1038,1107,59.3496
2014-12-05T00:00:00.000,desktop,Internet Explorer,1972,2630,50
2014-12-05T00:00:00.000,desktop,Opera,35,35,100
2014-12-05T00:00:00.000,desktop,Safari,657,796,34.799
2014-12-05T00:00:00.000,desktop,YaBrowser,35,35,100
2014-12-05T00:00:00.000,mobile,Android Browser,242,242,57.0248
2014-12-05T00:00:00.000,mobile,Chrome,519,588,76.5306
2014-12-05T00:00:00.000,mobile,Internet Explorer,104,104,66.3462
2014-12-05T00:00:00.000,mobile,Safari,934,1073,83.877
2014-12-05T00:00:00.000,tablet,Android Browser,35,35,0
2014-12-05T00:00:00.000,tablet,Chrome,35,35,100
2014-12-05T00:00:00.000,tablet,Safari,173,173,39.8844
2014-12-05T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-06T00:00:00.000,desktop,Chrome,2768,2872,89.1713
2014-12-06T00:00:00.000,desktop,Firefox,692,761,77.2668
2014-12-06T00:00:00.000,desktop,Internet Explorer,1038,1073,51.6309
2014-12-06T00:00:00.000,desktop,Safari,484,519,33.3333
2014-12-06T00:00:00.000,mobile,Android Browser,173,208,83.1731
2014-12-06T00:00:00.000,mobile,Chrome,796,900,84.5556
2014-12-06T00:00:00.000,mobile,Internet Explorer,35,35,0
2014-12-06T00:00:00.000,mobile,Safari,692,692,75
2014-12-06T00:00:00.000,mobile,Safari (in-app),69,69,50.7246
2014-12-06T00:00:00.000,tablet,Amazon Silk,35,35,100
2014-12-06T00:00:00.000,tablet,Chrome,35,35,100
2014-12-06T00:00:00.000,tablet,Safari,277,277,87.3646
2014-12-07T00:00:00.000,desktop,Chrome,2630,2699,79.4739
2014-12-07T00:00:00.000,desktop,Firefox,450,450,53.7778
2014-12-07T00:00:00.000,desktop,Internet Explorer,346,415,58.3133
2014-12-07T00:00:00.000,desktop,Safari,277,277,49.8195
2014-12-07T00:00:00.000,mobile,Android Browser,104,104,100
2014-12-07T00:00:00.000,mobile,Chrome,415,484,85.7438
2014-12-07T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-12-07T00:00:00.000,mobile,Opera Mini,35,35,0
2014-12-07T00:00:00.000,mobile,Safari,415,450,61.5556
2014-12-07T00:00:00.000,tablet,Android Browser,35,35,0
2014-12-07T00:00:00.000,tablet,Chrome,35,69,100
2014-12-07T00:00:00.000,tablet,Safari,242,311,66.881
2014-12-08T00:00:00.000,desktop,Chrome,5606,5952,68.5988
2014-12-08T00:00:00.000,desktop,Firefox,1177,1280,62.1875
2014-12-08T00:00:00.000,desktop,Internet Explorer,2907,3599,54.793
2014-12-08T00:00:00.000,desktop,Safari,657,727,71.3893
2014-12-08T00:00:00.000,mobile,Android Browser,242,311,89.0675
2014-12-08T00:00:00.000,mobile,Chrome,900,1003,79.3619
2014-12-08T00:00:00.000,mobile,Internet Explorer,138,173,100
2014-12-08T00:00:00.000,mobile,Safari,1315,1488,81.3844
2014-12-08T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-12-08T00:00:00.000,tablet,Amazon Silk,69,69,50.7246
2014-12-08T00:00:00.000,tablet,Android Browser,69,69,100
2014-12-08T00:00:00.000,tablet,Chrome,104,104,33.6538
2014-12-08T00:00:00.000,tablet,Firefox,35,35,0
2014-12-08T00:00:00.000,tablet,Internet Explorer,35,35,0
2014-12-08T00:00:00.000,tablet,Safari,484,484,57.2314
2014-12-08T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-09T00:00:00.000,desktop,Chrome,4222,4533,76.3291
2014-12-09T00:00:00.000,desktop,Firefox,1211,1246,47.191
2014-12-09T00:00:00.000,desktop,Internet Explorer,2215,2768,46.2428
2014-12-09T00:00:00.000,desktop,Opera,35,35,100
2014-12-09T00:00:00.000,desktop,Safari,588,588,64.7959
2014-12-09T00:00:00.000,desktop,SeaMonkey,35,35,0
2014-12-09T00:00:00.000,mobile,Android Browser,346,346,69.9422
2014-12-09T00:00:00.000,mobile,BlackBerry,35,35,0
2014-12-09T00:00:00.000,mobile,Chrome,900,1038,83.3333
2014-12-09T00:00:00.000,mobile,Firefox,35,35,100
2014-12-09T00:00:00.000,mobile,Internet Explorer,104,104,100
2014-12-09T00:00:00.000,mobile,Opera Mini,35,35,0
2014-12-09T00:00:00.000,mobile,Safari,969,1315,68.4411
2014-12-09T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-12-09T00:00:00.000,tablet,Android Browser,35,35,100
2014-12-09T00:00:00.000,tablet,Chrome,35,69,0
2014-12-09T00:00:00.000,tablet,Firefox,35,35,100
2014-12-09T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-09T00:00:00.000,tablet,Safari,484,519,53.3719
2014-12-09T00:00:00.000,tablet,Safari (in-app),104,138,75.3623
2014-12-10T00:00:00.000,desktop,Chrome,4395,4637,70.1531
2014-12-10T00:00:00.000,desktop,Firefox,1142,1246,69.4222
2014-12-10T00:00:00.000,desktop,Internet Explorer,2699,3218,49.4717
2014-12-10T00:00:00.000,desktop,Konqueror,35,69,50.7246
2014-12-10T00:00:00.000,desktop,Safari,727,761,68.1997
2014-12-10T00:00:00.000,mobile,Android Browser,277,277,62.4549
2014-12-10T00:00:00.000,mobile,Chrome,623,692,75
2014-12-10T00:00:00.000,mobile,Internet Explorer,242,311,66.881
2014-12-10T00:00:00.000,mobile,Safari,1384,1488,67.4059
2014-12-10T00:00:00.000,tablet,Chrome,173,242,71.4876
2014-12-10T00:00:00.000,tablet,Firefox,35,35,100
2014-12-10T00:00:00.000,tablet,Safari,311,346,39.8844
2014-12-10T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-11T00:00:00.000,desktop,Chrome,4637,4810,76.9854
2014-12-11T00:00:00.000,desktop,Firefox,1107,1142,57.5306
2014-12-11T00:00:00.000,desktop,Internet Explorer,2318,3183,50.0157
2014-12-11T00:00:00.000,desktop,Safari,692,761,81.866
2014-12-11T00:00:00.000,mobile,Android Browser,277,311,66.881
2014-12-11T00:00:00.000,mobile,Chrome,761,830,87.5904
2014-12-11T00:00:00.000,mobile,Firefox,35,35,100
2014-12-11T00:00:00.000,mobile,Internet Explorer,104,104,100
2014-12-11T00:00:00.000,mobile,Safari,1419,1488,79.0995
2014-12-11T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-12-11T00:00:00.000,tablet,Amazon Silk,35,35,0
2014-12-11T00:00:00.000,tablet,Android Browser,35,35,100
2014-12-11T00:00:00.000,tablet,Safari,346,346,60.1156
2014-12-11T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-12T00:00:00.000,desktop,Chrome,4637,4810,82.7235
2014-12-12T00:00:00.000,desktop,Firefox,761,796,52.1357
2014-12-12T00:00:00.000,desktop,Internet Explorer,2284,2872,47.0056
2014-12-12T00:00:00.000,desktop,Opera,104,104,66.3462
2014-12-12T00:00:00.000,desktop,Safari,657,657,57.9909
2014-12-12T00:00:00.000,mobile,Android Browser,138,173,79.7688
2014-12-12T00:00:00.000,mobile,Chrome,727,830,70.8434
2014-12-12T00:00:00.000,mobile,Firefox,35,35,0
2014-12-12T00:00:00.000,mobile,Internet Explorer,138,173,60.1156
2014-12-12T00:00:00.000,mobile,Safari,900,969,78.5346
2014-12-12T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-12-12T00:00:00.000,tablet,Amazon Silk,35,69,0
2014-12-12T00:00:00.000,tablet,Chrome,35,35,100
2014-12-12T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-12T00:00:00.000,tablet,Safari,415,450,15.3333
2014-12-12T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-13T00:00:00.000,desktop,Chrome,2768,2837,95.1357
2014-12-13T00:00:00.000,desktop,Firefox,450,450,84.6667
2014-12-13T00:00:00.000,desktop,Internet Explorer,934,934,62.955
2014-12-13T00:00:00.000,desktop,Opera,35,35,0
2014-12-13T00:00:00.000,desktop,Safari,554,554,56.1372
2014-12-13T00:00:00.000,mobile,Android Browser,173,173,60.1156
2014-12-13T00:00:00.000,mobile,BlackBerry,35,35,0
2014-12-13T00:00:00.000,mobile,Chrome,484,519,66.6667
2014-12-13T00:00:00.000,mobile,Safari,692,796,65.201
2014-12-13T00:00:00.000,tablet,Chrome,69,69,100
2014-12-13T00:00:00.000,tablet,Internet Explorer,35,35,0
2014-12-13T00:00:00.000,tablet,Safari,311,311,33.4405
2014-12-14T00:00:00.000,desktop,Chrome,1696,1730,80
2014-12-14T00:00:00.000,desktop,Firefox,208,208,83.1731
2014-12-14T00:00:00.000,desktop,Internet Explorer,381,484,57.2314
2014-12-14T00:00:00.000,desktop,Safari,173,173,39.8844
2014-12-14T00:00:00.000,mobile,Android Browser,35,35,100
2014-12-14T00:00:00.000,mobile,BlackBerry,35,35,0
2014-12-14T00:00:00.000,mobile,Chrome,415,450,76.8889
2014-12-14T00:00:00.000,mobile,Internet Explorer,104,104,100
2014-12-14T00:00:00.000,mobile,Opera Mini,35,35,100
2014-12-14T00:00:00.000,mobile,Safari,450,519,59.9229
2014-12-14T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-12-14T00:00:00.000,tablet,Chrome,35,35,100
2014-12-14T00:00:00.000,tablet,Safari,208,208,33.1731
2014-12-15T00:00:00.000,desktop,Chrome,7474,7716,81.6226
2014-12-15T00:00:00.000,desktop,Firefox,761,796,60.804
2014-12-15T00:00:00.000,desktop,Internet Explorer,2422,3010,43.6877
2014-12-15T00:00:00.000,desktop,Safari,484,484,42.9752
2014-12-15T00:00:00.000,mobile,Android Browser,208,208,83.1731
2014-12-15T00:00:00.000,mobile,Chrome,484,623,77.6886
2014-12-15T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-12-15T00:00:00.000,mobile,Safari,1003,1107,81.3008
2014-12-15T00:00:00.000,mobile,Safari (in-app),35,35,0
2014-12-15T00:00:00.000,tablet,Amazon Silk,35,35,100
2014-12-15T00:00:00.000,tablet,Android Browser,69,69,50.7246
2014-12-15T00:00:00.000,tablet,Chrome,35,69,50.7246
2014-12-15T00:00:00.000,tablet,Safari,450,450,69.1111
2014-12-15T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-16T00:00:00.000,desktop,Chrome,7267,7336,80.1936
2014-12-16T00:00:00.000,desktop,Firefox,900,934,59.3148
2014-12-16T00:00:00.000,desktop,Internet Explorer,2699,3218,51.6159
2014-12-16T00:00:00.000,desktop,Safari,1073,1107,50.0452
2014-12-16T00:00:00.000,mobile,Android Browser,415,484,85.7438
2014-12-16T00:00:00.000,mobile,Chrome,657,830,75.0602
2014-12-16T00:00:00.000,mobile,Firefox,35,35,100
2014-12-16T00:00:00.000,mobile,Internet Explorer,173,173,79.7688
2014-12-16T00:00:00.000,mobile,Opera Mini,35,35,100
2014-12-16T00:00:00.000,mobile,Safari,934,1073,58.0615
2014-12-16T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-12-16T00:00:00.000,tablet,Chrome,104,138,0
2014-12-16T00:00:00.000,tablet,Internet Explorer,35,69,100
2014-12-16T00:00:00.000,tablet,Safari,311,346,50
2014-12-17T00:00:00.000,desktop,Chrome,7197,7440,82.7823
2014-12-17T00:00:00.000,desktop,Firefox,796,830,58.3133
2014-12-17T00:00:00.000,desktop,Internet Explorer,2491,3149,45.0619
2014-12-17T00:00:00.000,desktop,Iron,35,35,100
2014-12-17T00:00:00.000,desktop,Safari,588,588,64.7959
2014-12-17T00:00:00.000,mobile,Android Browser,242,242,85.9504
2014-12-17T00:00:00.000,mobile,Chrome,623,727,66.575
2014-12-17T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-12-17T00:00:00.000,mobile,Safari,588,727,66.575
2014-12-17T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-12-17T00:00:00.000,mobile,UC Browser,35,35,100
2014-12-17T00:00:00.000,tablet,Chrome,104,104,100
2014-12-17T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-17T00:00:00.000,tablet,Safari,277,311,66.881
2014-12-18T00:00:00.000,desktop,Chrome,6229,6298,85.7097
2014-12-18T00:00:00.000,desktop,Firefox,1142,1211,54.2527
2014-12-18T00:00:00.000,desktop,IE with Chrome Frame,35,35,0
2014-12-18T00:00:00.000,desktop,Internet Explorer,2215,2491,51.385
2014-12-18T00:00:00.000,desktop,Safari,657,761,54.5335
2014-12-18T00:00:00.000,mobile,Android Browser,381,484,50
2014-12-18T00:00:00.000,mobile,Chrome,761,865,67.9769
2014-12-18T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-12-18T00:00:00.000,mobile,Safari,1107,1246,69.4222
2014-12-18T00:00:00.000,tablet,Chrome,104,104,100
2014-12-18T00:00:00.000,tablet,Safari,138,138,25.3623
2014-12-18T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-19T00:00:00.000,desktop,Chrome,5640,5779,89.2196
2014-12-19T00:00:00.000,desktop,Firefox,761,761,68.1997
2014-12-19T00:00:00.000,desktop,Internet Explorer,1799,2284,50
2014-12-19T00:00:00.000,desktop,Mozilla Compatible Agent,35,35,100
2014-12-19T00:00:00.000,desktop,Opera,35,35,100
2014-12-19T00:00:00.000,desktop,Safari,415,415,58.3133
2014-12-19T00:00:00.000,mobile,Android Browser,277,346,80.0578
2014-12-19T00:00:00.000,mobile,Chrome,554,623,94.382
2014-12-19T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-12-19T00:00:00.000,mobile,Safari,657,865,60
2014-12-19T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-12-19T00:00:00.000,tablet,Internet Explorer,35,35,0
2014-12-19T00:00:00.000,tablet,Safari,208,242,57.0248
2014-12-20T00:00:00.000,desktop,Chrome,3391,3426,88.8792
2014-12-20T00:00:00.000,desktop,Firefox,346,346,80.0578
2014-12-20T00:00:00.000,desktop,Internet Explorer,657,692,50
2014-12-20T00:00:00.000,desktop,Safari,242,242,71.4876
2014-12-20T00:00:00.000,desktop,YaBrowser,35,35,100
2014-12-20T00:00:00.000,mobile,Android Browser,104,208,66.3462
2014-12-20T00:00:00.000,mobile,Chrome,588,657,78.9954
2014-12-20T00:00:00.000,mobile,Internet Explorer,35,35,0
2014-12-20T00:00:00.000,mobile,Safari,865,1107,68.7444
2014-12-20T00:00:00.000,tablet,Android Browser,35,35,100
2014-12-20T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-12-20T00:00:00.000,tablet,Safari,346,381,45.4068
2014-12-21T00:00:00.000,desktop,Chrome,3218,3253,89.3637
2014-12-21T00:00:00.000,desktop,Firefox,208,242,42.9752
2014-12-21T00:00:00.000,desktop,Internet Explorer,415,415,58.3133
2014-12-21T00:00:00.000,desktop,Safari,588,588,52.8912
2014-12-21T00:00:00.000,mobile,Android Browser,138,138,75.3623
2014-12-21T00:00:00.000,mobile,Chrome,519,588,64.7959
2014-12-21T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-12-21T00:00:00.000,mobile,Opera Mini,104,104,66.3462
2014-12-21T00:00:00.000,mobile,Safari,415,484,71.4876
2014-12-21T00:00:00.000,tablet,Safari,381,415,50.1205
2014-12-21T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-22T00:00:00.000,desktop,Chrome,5744,5986,81.5068
2014-12-22T00:00:00.000,desktop,Firefox,727,865,55.9538
2014-12-22T00:00:00.000,desktop,Internet Explorer,1938,2699,57.688
2014-12-22T00:00:00.000,desktop,pr-cy.ru Screenshot Bot,35,35,100
2014-12-22T00:00:00.000,desktop,Safari,484,519,40.0771
2014-12-22T00:00:00.000,mobile,Android Browser,242,277,87.3646
2014-12-22T00:00:00.000,mobile,Chrome,623,657,73.6682
2014-12-22T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-12-22T00:00:00.000,mobile,Opera Mini,35,35,100
2014-12-22T00:00:00.000,mobile,Safari,796,865,72.0231
2014-12-22T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-22T00:00:00.000,tablet,Safari,381,415,50.1205
2014-12-22T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-12-23T00:00:00.000,desktop,Chrome,5190,5606,81.4841
2014-12-23T00:00:00.000,desktop,Firefox,657,657,47.3364
2014-12-23T00:00:00.000,desktop,Internet Explorer,1350,1592,43.4673
2014-12-23T00:00:00.000,desktop,Opera,35,35,0
2014-12-23T00:00:00.000,desktop,Safari,554,554,56.1372
2014-12-23T00:00:00.000,mobile,Android Browser,415,519,73.4104
2014-12-23T00:00:00.000,mobile,BlackBerry,35,35,100
2014-12-23T00:00:00.000,mobile,Chrome,554,554,62.4549
2014-12-23T00:00:00.000,mobile,Internet Explorer,35,35,0
2014-12-23T00:00:00.000,mobile,Safari,1177,1280,78.3594
2014-12-23T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-12-23T00:00:00.000,tablet,Safari,208,242,57.0248
2014-12-24T00:00:00.000,desktop,Chrome,3391,3530,87.2521
2014-12-24T00:00:00.000,desktop,Firefox,242,242,28.5124
2014-12-24T00:00:00.000,desktop,Internet Explorer,1142,1453,40.468
2014-12-24T00:00:00.000,desktop,Opera,35,35,100
2014-12-24T00:00:00.000,desktop,Safari,381,381,63.5171
2014-12-24T00:00:00.000,mobile,Android Browser,208,381,90.8136
2014-12-24T00:00:00.000,mobile,Chrome,346,346,80.0578
2014-12-24T00:00:00.000,mobile,Firefox,35,35,100
2014-12-24T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-12-24T00:00:00.000,mobile,Safari,830,1107,68.7444
2014-12-24T00:00:00.000,mobile,Safari (in-app),69,69,50.7246
2014-12-24T00:00:00.000,tablet,Amazon Silk,35,69,100
2014-12-24T00:00:00.000,tablet,Chrome,35,35,100
2014-12-24T00:00:00.000,tablet,Safari,173,208,83.1731
2014-12-24T00:00:00.000,tablet,Safari (in-app),69,69,100
2014-12-25T00:00:00.000,desktop,Chrome,3183,3218,94.624
2014-12-25T00:00:00.000,desktop,Firefox,277,277,75.0903
2014-12-25T00:00:00.000,desktop,Internet Explorer,242,277,100
2014-12-25T00:00:00.000,desktop,Opera,69,69,50.7246
2014-12-25T00:00:00.000,desktop,Safari,208,208,50
2014-12-25T00:00:00.000,mobile,Android Browser,311,381,81.6273
2014-12-25T00:00:00.000,mobile,Chrome,346,415,91.8072
2014-12-25T00:00:00.000,mobile,Internet Explorer,69,69,0
2014-12-25T00:00:00.000,mobile,Safari,727,830,79.1566
2014-12-25T00:00:00.000,mobile,Safari (in-app),104,104,66.3462
2014-12-25T00:00:00.000,tablet,Android Browser,104,104,66.3462
2014-12-25T00:00:00.000,tablet,Chrome,35,35,100
2014-12-25T00:00:00.000,tablet,Internet Explorer,35,35,0
2014-12-25T00:00:00.000,tablet,Safari,311,311,44.373
2014-12-26T00:00:00.000,desktop,Chrome,4671,4879,82.9883
2014-12-26T00:00:00.000,desktop,Firefox,554,554,50
2014-12-26T00:00:00.000,desktop,Internet Explorer,1003,1107,46.8835
2014-12-26T00:00:00.000,desktop,Opera,35,35,100
2014-12-26T00:00:00.000,desktop,Safari,484,484,57.2314
2014-12-26T00:00:00.000,mobile,Android Browser,173,242,71.4876
2014-12-26T00:00:00.000,mobile,Chrome,657,969,85.6553
2014-12-26T00:00:00.000,mobile,Firefox,35,35,0
2014-12-26T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-12-26T00:00:00.000,mobile,Safari,934,1142,75.7443
2014-12-26T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-12-26T00:00:00.000,tablet,Android Browser,35,35,100
2014-12-26T00:00:00.000,tablet,Chrome,104,104,66.3462
2014-12-26T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-12-26T00:00:00.000,tablet,Safari,138,138,25.3623
2014-12-27T00:00:00.000,desktop,Chrome,4014,4014,91.3802
2015-09-04T00:00:00.000,mobile,Safari (in-app),69,69,50.7246
2015-09-04T00:00:00.000,tablet,Safari,208,208,66.3462
2015-09-05T00:00:00.000,desktop,(not set),35,35,100
2015-09-05T00:00:00.000,desktop,Chrome,1073,1384,34.9711
2015-09-05T00:00:00.000,desktop,Edge,173,208,33.1731
2015-09-05T00:00:00.000,desktop,Firefox,311,381,27.2966
2015-09-05T00:00:00.000,desktop,Internet Explorer,1142,1142,72.6795
2015-09-05T00:00:00.000,desktop,Safari,208,208,0
2015-09-05T00:00:00.000,mobile,Android Browser,138,138,100
2015-09-05T00:00:00.000,mobile,Chrome,1177,1523,49.9672
2015-09-05T00:00:00.000,mobile,Internet Explorer,69,69,0
2015-09-05T00:00:00.000,mobile,Safari,1384,1765,54.9008
2015-09-05T00:00:00.000,tablet,Android Browser,69,138,50
2015-09-05T00:00:00.000,tablet,Chrome,35,35,100
2015-09-05T00:00:00.000,tablet,Safari,242,242,42.9752
2015-09-06T00:00:00.000,desktop,Chrome,1280,1592,26.0678
2015-09-06T00:00:00.000,desktop,Firefox,381,415,41.6867
2015-09-06T00:00:00.000,desktop,Internet Explorer,1246,1315,78.9354
2015-09-06T00:00:00.000,desktop,Safari,519,519,40.0771
2015-09-06T00:00:00.000,mobile,Android Browser,69,69,50.7246
2015-09-06T00:00:00.000,mobile,BlackBerry,35,35,100
2015-09-06T00:00:00.000,mobile,Chrome,1488,1626,57.4416
2015-09-06T00:00:00.000,mobile,Firefox,35,35,0
2015-09-06T00:00:00.000,mobile,Opera Mini,35,35,100
2015-09-06T00:00:00.000,mobile,Safari,1592,1799,51.9177
2015-09-06T00:00:00.000,mobile,Safari (in-app),35,35,100
2015-09-06T00:00:00.000,tablet,Amazon Silk,35,35,100
2015-09-06T00:00:00.000,tablet,Android Browser,35,35,100
2015-09-06T00:00:00.000,tablet,Chrome,69,69,100
2015-09-06T00:00:00.000,tablet,Safari,277,554,56.1372
2015-09-07T00:00:00.000,desktop,(not set),35,35,100
2015-09-07T00:00:00.000,desktop,Chrome,1903,2042,35.6024
2015-09-07T00:00:00.000,desktop,Edge,35,35,0
2015-09-07T00:00:00.000,desktop,Firefox,415,415,50.1205
2015-09-07T00:00:00.000,desktop,Internet Explorer,1315,1592,50
2015-09-07T00:00:00.000,desktop,Safari,554,623,49.9197
2015-09-07T00:00:00.000,desktop,UC Browser,35,35,0
2015-09-07T00:00:00.000,mobile,Android Browser,173,173,39.8844
2015-09-07T00:00:00.000,mobile,Chrome,1003,1246,52.7287
2015-09-07T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2015-09-07T00:00:00.000,mobile,Safari,1834,2042,47.4535
2015-09-07T00:00:00.000,mobile,Safari (in-app),138,173,39.8844
2015-09-07T00:00:00.000,tablet,Amazon Silk,35,35,0
2015-09-07T00:00:00.000,tablet,Android Browser,35,35,100
2015-09-07T00:00:00.000,tablet,Chrome,35,35,100
2015-09-07T00:00:00.000,tablet,Firefox,35,35,100
2015-09-07T00:00:00.000,tablet,Safari,346,346,39.8844
2015-09-07T00:00:00.000,tablet,Safari (in-app),35,35,100
2015-09-08T00:00:00.000,desktop,(not set),35,35,100
2015-09-08T00:00:00.000,desktop,Chrome,3876,4637,33.5777
2015-09-08T00:00:00.000,desktop,Edge,104,104,66.3462
2015-09-08T00:00:00.000,desktop,Firefox,1038,1142,42.3818
2015-09-08T00:00:00.000,desktop,Internet Explorer,2803,3391,40.8139
2015-09-08T00:00:00.000,desktop,Opera,35,35,100
2015-09-08T00:00:00.000,desktop,Safari,1177,1246,47.191
2015-09-08T00:00:00.000,desktop,UC Browser,35,35,100
2015-09-08T00:00:00.000,mobile,Chrome,1799,2076,41.6667
2015-09-08T00:00:00.000,mobile,Firefox,35,35,100
2015-09-08T00:00:00.000,mobile,Internet Explorer,173,277,37.5451
2015-09-08T00:00:00.000,mobile,Safari,2180,2526,53.4442
2015-09-08T00:00:00.000,mobile,Safari (in-app),173,173,60.1156
2015-09-08T00:00:00.000,tablet,Chrome,69,138,25.3623
2015-09-08T00:00:00.000,tablet,Safari,277,311,66.881
2015-09-08T00:00:00.000,tablet,Safari (in-app),104,104,100
2015-09-09T00:00:00.000,desktop,Chrome,3599,4222,38.5126
2015-09-09T00:00:00.000,desktop,Edge,104,104,0
2015-09-09T00:00:00.000,desktop,Firefox,1488,1626,42.5584
2015-09-09T00:00:00.000,desktop,Internet Explorer,2837,3426,42.411
2015-09-09T00:00:00.000,desktop,Mozilla Compatible Agent,35,35,100
2015-09-09T00:00:00.000,desktop,Safari,657,727,38.1018
2015-09-09T00:00:00.000,mobile,Android Browser,311,381,54.5932
2015-09-09T00:00:00.000,mobile,Chrome,1592,1938,46.4396
2015-09-09T00:00:00.000,mobile,Internet Explorer,69,104,66.3462
